Gender,Age,Academic Pressure,CGPA,Study Satisfaction,Sleep Duration,Dietary Habits,Degree,Have you ever had suicidal thoughts ?,Work/Study Hours,Financial Stress,Family History of Mental Illness,Depression
Male,23,1,8.14,5,'Less than 5 hours',Healthy,M.Com,Yes,8,3,No,0
Male,22,3,7.38,1,'More than 8 hours',Moderate,BHM,No,3,2,Yes,0
Female,24,1,7.53,5,'More than 8 hours',Unhealthy,BCA,No,10,1,No,0
Female,20,5,6.37,3,'More than 8 hours',Unhealthy,'Class 12',Yes,11,4,Yes,1
Male,18,4,9.21,5,'Less than 5 hours',Moderate,'Class 12',Yes,7,3,Yes,1
Male,20,3,7.8,4,'Less than 5 hours',Moderate,'Class 12',Yes,6,4,Yes,1
Male,30,2,7.82,1,'Less than 5 hours',Unhealthy,B.Ed,Yes,9,4,Yes,1
Male,19,1,8.81,1,'5-6 hours',Healthy,'Class 12',Yes,2,1,No,0
Male,20,4,6.0,3,'5-6 hours',Moderate,'Class 12',Yes,10,5,Yes,1
Male,22,3,6.0,1,'7-8 hours',Moderate,B.Arch,Yes,0,4,Yes,1
Male,29,1,9.88,2,'Less than 5 hours',Moderate,B.Ed,Yes,11,4,No,0
Female,30,2,7.94,2,'5-6 hours',Healthy,MSc,No,0,1,No,0
Female,31,1,6.82,1,'7-8 hours',Unhealthy,M.Tech,Yes,12,5,No,0
Male,28,4,8.46,5,'More than 8 hours',Unhealthy,'Class 12',Yes,9,2,Yes,1
Female,33,1,9.98,3,'More than 8 hours',Moderate,MCA,No,10,1,No,0
Female,28,3,5.71,5,'5-6 hours',Healthy,B.Ed,No,1,4,No,0
Male,28,5,9.06,3,'More than 8 hours',Unhealthy,MD,No,8,2,No,1
Female,21,2,9.39,2,'7-8 hours',Unhealthy,MCA,Yes,11,5,Yes,1
Male,18,4,8.5,4,'7-8 hours',Healthy,'Class 12',Yes,9,4,Yes,1
Female,21,1,8.95,1,'5-6 hours',Healthy,BSc,No,7,2,No,0
Female,32,3,8.95,5,'5-6 hours',Healthy,MBBS,No,9,2,Yes,0
Male,21,1,6.03,4,'5-6 hours',Unhealthy,BCA,No,12,4,No,0
Female,34,1,9.84,1,'5-6 hours',Unhealthy,BCA,No,11,3,No,0
Female,26,3,6.46,4,'7-8 hours',Moderate,LLB,No,0,3,No,1
Male,26,3,5.7,5,'More than 8 hours',Healthy,B.Com,No,9,1,No,0
Male,26,4,9.54,5,'More than 8 hours',Healthy,M.Tech,Yes,1,4,Yes,0
Male,29,5,9.96,2,'7-8 hours',Moderate,MA,Yes,11,2,Yes,1
Female,23,3,5.74,5,'Less than 5 hours',Moderate,B.Pharm,Yes,8,4,No,1
Male,18,5,9.98,4,'More than 8 hours',Unhealthy,'Class 12',Yes,2,2,No,1
Female,24,4,8.95,1,'Less than 5 hours',Healthy,MBBS,Yes,12,5,Yes,1
Male,18,2,6.53,4,'Less than 5 hours',Unhealthy,MCA,Yes,6,4,Yes,1
Female,31,1,9.69,1,'Less than 5 hours',Moderate,MBBS,No,11,3,Yes,0
Male,31,1,9.88,4,'More than 8 hours',Moderate,M.Ed,No,11,3,Yes,0
Female,20,3,9.1,4,'More than 8 hours',Moderate,'Class 12',Yes,5,4,Yes,0
Female,34,1,8.69,1,'Less than 5 hours',Moderate,M.Tech,No,12,3,Yes,0
Male,23,3,9.05,5,'5-6 hours',Unhealthy,MSc,Yes,11,4,No,1
Female,28,3,9.66,4,'7-8 hours',Unhealthy,BE,No,9,5,No,1
Male,21,5,8.19,4,'Less than 5 hours',Unhealthy,B.Com,Yes,10,5,No,1
Female,20,2,5.37,4,'More than 8 hours',Moderate,'Class 12',No,6,1,Yes,0
Male,25,2,9.21,5,'7-8 hours',Healthy,B.Ed,Yes,9,2,No,0
Male,21,4,5.08,1,'7-8 hours',Moderate,B.Arch,Yes,7,4,No,1
Male,29,3,9.44,4,'Less than 5 hours',Unhealthy,B.Pharm,Yes,5,1,Yes,1
Male,21,4,7.88,2,'More than 8 hours',Moderate,BBA,Yes,9,4,Yes,1
Female,25,1,9.91,2,'More than 8 hours',Moderate,B.Arch,No,9,4,Yes,0
Male,22,5,7.87,3,'Less than 5 hours',Unhealthy,B.Tech,Yes,12,4,No,1
Female,28,4,6.75,3,'7-8 hours',Unhealthy,B.Ed,Yes,1,1,Yes,0
Female,34,3,9.16,5,'Less than 5 hours',Moderate,LLM,Yes,6,5,Yes,0
Female,22,3,8.95,3,'7-8 hours',Moderate,MSc,Yes,9,5,No,1
Female,21,4,6.95,2,'5-6 hours',Unhealthy,BHM,Yes,10,2,No,1
Male,30,1,8.1,1,'More than 8 hours',Healthy,BSc,No,0,3,Yes,0
Male,27,2,7.48,4,'Less than 5 hours',Unhealthy,B.Tech,Yes,7,2,No,1
Female,19,5,7.92,4,'Less than 5 hours',Moderate,'Class 12',Yes,12,5,Yes,1
Male,28,3,8.04,3,'Less than 5 hours',Unhealthy,B.Ed,Yes,6,3,Yes,1
Male,34,4,9.56,4,'Less than 5 hours',Moderate,B.Ed,No,7,2,No,0
Female,29,5,9.1,2,'5-6 hours',Moderate,ME,Yes,11,2,Yes,1
Male,18,3,9.92,5,'7-8 hours',Moderate,'Class 12',Yes,11,5,Yes,1
Male,20,4,5.68,3,'More than 8 hours',Moderate,'Class 12',Yes,10,4,Yes,1
Male,20,5,6.73,3,'5-6 hours',Healthy,'Class 12',Yes,3,5,No,1
Female,28,5,6.78,2,'7-8 hours',Healthy,B.Com,Yes,10,5,No,1
Male,34,4,6.75,4,'More than 8 hours',Moderate,B.Tech,Yes,10,2,No,0
Male,22,3,5.51,3,'5-6 hours',Unhealthy,B.Com,Yes,12,3,No,1
Male,28,4,10.0,3,'More than 8 hours',Unhealthy,B.Com,No,5,2,No,0
Female,20,5,5.56,2,'7-8 hours',Healthy,'Class 12',No,3,1,No,0
Female,33,1,9.63,2,'7-8 hours',Unhealthy,M.Tech,No,11,2,Yes,0
Male,28,5,6.17,1,'Less than 5 hours',Moderate,LLB,No,7,2,Yes,1
Male,24,3,5.74,3,'More than 8 hours',Healthy,MBBS,No,10,3,Yes,0
Female,26,3,7.1,2,'Less than 5 hours',Unhealthy,B.Com,Yes,11,4,No,1
Female,23,2,9.97,2,'Less than 5 hours',Unhealthy,MA,Yes,9,1,No,0
Male,25,1,6.52,4,'Less than 5 hours',Unhealthy,M.Pharm,Yes,3,2,Yes,1
Male,33,1,5.11,1,'Less than 5 hours',Moderate,PhD,No,0,1,No,0
Male,29,5,6.83,2,'5-6 hours',Moderate,B.Arch,Yes,11,5,No,1
Male,33,4,8.95,4,'Less than 5 hours',Moderate,B.Pharm,Yes,12,1,No,1
Female,25,3,9.56,3,'More than 8 hours',Unhealthy,B.Arch,Yes,12,3,No,1
Male,19,4,7.09,4,'5-6 hours',Unhealthy,'Class 12',No,2,3,Yes,1
Male,28,5,5.45,2,'5-6 hours',Unhealthy,MA,Yes,9,5,No,0
Female,29,2,7.51,4,'More than 8 hours',Healthy,MBBS,No,11,2,No,0
Male,34,3,9.24,2,'More than 8 hours',Unhealthy,M.Ed,No,6,1,No,0
Female,19,1,5.77,1,'More than 8 hours',Moderate,'Class 12',Yes,6,5,Yes,1
Female,32,1,9.63,5,'More than 8 hours',Healthy,MBBS,Yes,0,1,No,0
Male,26,5,5.75,2,'5-6 hours',Moderate,LLM,Yes,7,3,Yes,1
Female,23,4,5.82,1,'5-6 hours',Unhealthy,B.Com,Yes,8,2,Yes,1
Male,19,2,7.02,5,'More than 8 hours',Moderate,'Class 12',Yes,7,4,No,1
Male,19,3,5.82,1,'More than 8 hours',Unhealthy,'Class 12',Yes,7,3,No,1
Male,19,3,9.97,4,'7-8 hours',Moderate,'Class 12',Yes,3,1,Yes,1
Female,22,1,7.83,1,'Less than 5 hours',Healthy,MBA,No,7,4,No,0
Male,28,1,8.1,5,'Less than 5 hours',Moderate,BE,No,10,2,Yes,0
Male,30,1,7.94,3,'7-8 hours',Healthy,M.Pharm,Yes,6,4,Yes,0
Female,25,5,7.17,2,'More than 8 hours',Moderate,BE,No,5,3,No,0
Male,23,1,6.74,3,'7-8 hours',Healthy,B.Ed,No,7,2,No,0
Female,19,1,8.28,4,'7-8 hours',Unhealthy,'Class 12',Yes,10,5,No,1
Female,20,1,6.39,5,'7-8 hours',Moderate,'Class 12',Yes,2,4,No,1
Male,25,5,6.59,5,'Less than 5 hours',Unhealthy,BCA,Yes,10,1,Yes,1
Female,27,5,5.6,3,'Less than 5 hours',Unhealthy,B.Ed,Yes,6,5,No,1
Female,32,1,5.68,4,'7-8 hours',Healthy,B.Pharm,Yes,12,2,No,0
Male,25,3,8.77,2,'7-8 hours',Moderate,BA,Yes,9,3,No,1
Male,23,3,5.68,3,'7-8 hours',Unhealthy,M.Tech,Yes,10,5,Yes,1
Female,22,3,7.94,1,'5-6 hours',Unhealthy,M.Tech,Yes,1,3,No,1
Male,30,1,7.71,4,'Less than 5 hours',Moderate,B.Tech,Yes,4,2,No,0
Female,24,5,8.73,5,'Less than 5 hours',Moderate,BCA,No,9,3,Yes,1
Male,26,3,6.78,3,'Less than 5 hours',Unhealthy,B.Com,No,1,1,Yes,0
Female,20,1,9.86,1,'Less than 5 hours',Healthy,'Class 12',Yes,1,4,Yes,0
Female,34,3,7.08,3,'5-6 hours',Moderate,B.Pharm,No,12,2,Yes,0
Male,20,4,8.91,5,'7-8 hours',Healthy,'Class 12',No,12,1,Yes,0
Male,26,2,6.59,2,'More than 8 hours',Unhealthy,'Class 12',Yes,12,3,No,1
Female,28,5,5.58,4,'5-6 hours',Moderate,BE,No,5,2,Yes,0
Male,33,5,9.93,1,'5-6 hours',Healthy,MCA,Yes,1,2,No,1
Male,23,5,9.74,2,'Less than 5 hours',Moderate,LLB,Yes,8,4,Yes,1
Male,29,4,7.72,4,'Less than 5 hours',Moderate,MCA,Yes,10,2,Yes,1
Male,20,4,9.93,4,'7-8 hours',Moderate,'Class 12',Yes,9,2,No,1
Male,23,1,7.71,2,'7-8 hours',Moderate,BSc,No,3,1,No,0
Female,23,1,9.72,1,'5-6 hours',Healthy,BHM,No,10,1,No,0
Male,26,5,5.85,5,'7-8 hours',Moderate,B.Com,Yes,4,3,Yes,0
Male,21,3,6.04,2,'5-6 hours',Unhealthy,B.Arch,Yes,8,3,No,1
Female,25,3,9.4,4,'More than 8 hours',Unhealthy,MSc,Yes,8,1,No,1
Female,19,2,7.82,2,'Less than 5 hours',Healthy,'Class 12',No,1,1,No,0
Male,24,5,8.24,2,'Less than 5 hours',Moderate,B.Tech,Yes,5,5,Yes,1
Male,24,3,5.12,1,'More than 8 hours',Healthy,'Class 12',Yes,4,2,Yes,1
Female,18,3,7.32,1,'Less than 5 hours',Unhealthy,'Class 12',Yes,1,5,No,1
Male,29,5,8.9,3,'Less than 5 hours',Moderate,B.Ed,No,9,4,No,1
Female,20,4,6.99,3,'7-8 hours',Moderate,'Class 12',Yes,1,4,No,1
Male,22,2,8.47,3,'5-6 hours',Unhealthy,BCA,No,7,2,No,1
Male,32,5,7.77,4,'Less than 5 hours',Unhealthy,PhD,Yes,0,4,No,1
Female,19,3,6.65,4,'7-8 hours',Healthy,'Class 12',No,9,3,No,0
Male,26,3,5.74,3,'Less than 5 hours',Unhealthy,PhD,Yes,12,5,No,1
Male,28,1,8.71,4,'5-6 hours',Healthy,B.Com,No,7,1,Yes,0
Male,24,3,9.41,2,'Less than 5 hours',Moderate,BBA,Yes,11,4,Yes,1
Male,31,3,7.94,3,'More than 8 hours',Healthy,B.Ed,No,2,3,No,0
Female,22,1,6.88,4,'Less than 5 hours',Moderate,BCA,Yes,6,3,No,1
Female,33,2,6.59,1,'More than 8 hours',Moderate,B.Arch,No,12,2,Yes,0
Female,19,1,7.28,4,'7-8 hours',Healthy,'Class 12',Yes,3,4,No,1
Male,28,1,7.14,3,'More than 8 hours',Moderate,ME,No,0,2,Yes,0
Female,32,1,9.97,5,'Less than 5 hours',Unhealthy,LLB,No,1,1,No,0
Male,24,2,6.53,1,'5-6 hours',Healthy,B.Pharm,No,7,4,No,0
Male,20,1,7.51,3,'More than 8 hours',Moderate,'Class 12',No,10,1,No,0
Male,27,3,10.0,5,'5-6 hours',Unhealthy,MSc,Yes,8,5,Yes,1
Female,29,2,7.34,3,'More than 8 hours',Healthy,M.Com,No,2,3,Yes,0
Male,24,3,9.21,2,'Less than 5 hours',Moderate,BCA,Yes,12,3,Yes,1
Male,21,3,6.85,2,'5-6 hours',Moderate,B.Arch,Yes,3,3,No,1
Male,33,5,9.95,1,'Less than 5 hours',Unhealthy,MSc,Yes,10,5,Yes,1
Male,27,5,7.52,1,'Less than 5 hours',Moderate,M.Tech,Yes,9,5,No,1
Female,19,5,5.58,1,'5-6 hours',Unhealthy,'Class 12',Yes,12,4,Yes,1
Male,32,1,7.7,3,'Less than 5 hours',Moderate,MBBS,Yes,11,3,Yes,0
Female,28,2,5.51,2,'5-6 hours',Unhealthy,B.Com,No,5,5,Yes,0
Female,20,2,8.9,1,'7-8 hours',Healthy,'Class 12',No,8,4,No,1
Male,33,4,8.74,3,'Less than 5 hours',Unhealthy,M.Ed,Yes,8,4,Yes,1
Male,24,3,9.96,2,'7-8 hours',Healthy,B.Com,Yes,9,5,No,1
Male,20,2,8.59,3,'Less than 5 hours',Moderate,'Class 12',No,12,1,No,0
Male,21,3,7.74,2,'Less than 5 hours',Healthy,MCA,No,3,1,No,0
Male,27,1,7.92,3,'5-6 hours',Healthy,BHM,No,11,2,No,0
Male,26,5,8.74,2,'Less than 5 hours',Unhealthy,B.Tech,Yes,12,3,Yes,1
Male,34,4,7.53,1,'7-8 hours',Moderate,PhD,No,4,2,No,0
Male,22,3,8.95,1,'Less than 5 hours',Moderate,BCA,Yes,5,5,No,1
Male,28,3,8.59,3,'7-8 hours',Healthy,ME,Yes,9,4,No,1
Female,23,3,5.57,1,'5-6 hours',Unhealthy,M.Tech,Yes,6,5,No,0
Male,24,4,5.85,4,'More than 8 hours',Unhealthy,B.Arch,Yes,10,5,No,1
Female,24,1,5.87,1,'More than 8 hours',Healthy,B.Arch,No,5,2,No,0
Female,29,4,6.21,1,'5-6 hours',Unhealthy,BCA,Yes,7,5,No,1
Male,24,5,9.54,3,'5-6 hours',Moderate,B.Pharm,Yes,4,5,Yes,1
Female,30,1,9.96,5,'7-8 hours',Healthy,M.Com,No,5,1,No,0
Male,33,2,6.78,5,'Less than 5 hours',Healthy,BBA,No,2,1,Yes,0
Male,18,2,7.04,1,'7-8 hours',Moderate,'Class 12',No,6,3,Yes,1
Female,27,5,9.86,5,'More than 8 hours',Unhealthy,MBA,Yes,7,4,No,1
Female,29,1,8.04,3,'More than 8 hours',Unhealthy,BHM,Yes,9,5,No,1
Male,28,3,7.75,5,'Less than 5 hours',Unhealthy,LLM,No,6,2,No,0
Male,29,4,8.54,2,'7-8 hours',Unhealthy,MBA,No,12,2,Yes,0
Female,21,4,8.73,5,'Less than 5 hours',Unhealthy,BCA,No,9,5,No,1
Male,20,4,8.17,2,'Less than 5 hours',Unhealthy,'Class 12',Yes,10,5,No,1
Male,20,5,7.51,4,'Less than 5 hours',Unhealthy,BSc,No,4,4,No,1
Female,34,3,8.75,4,'7-8 hours',Healthy,MA,No,1,3,Yes,0
Female,24,4,7.04,4,'7-8 hours',Healthy,BHM,Yes,12,3,Yes,1
Female,27,5,5.74,1,'Less than 5 hours',Unhealthy,MBBS,Yes,9,3,No,1
Male,18,5,7.94,4,'More than 8 hours',Unhealthy,'Class 12',Yes,8,3,Yes,1
Female,23,5,8.52,2,'More than 8 hours',Moderate,BCA,Yes,8,1,No,1
Male,22,1,8.95,4,'More than 8 hours',Healthy,MSc,No,8,2,Yes,0
Female,24,4,8.04,4,'5-6 hours',Unhealthy,B.Arch,Yes,12,3,No,1
Male,28,1,9.54,4,'7-8 hours',Moderate,LLB,No,9,4,Yes,0
Male,34,5,9.05,3,'More than 8 hours',Unhealthy,M.Pharm,Yes,3,5,Yes,1
Male,34,2,5.32,1,'Less than 5 hours',Healthy,BBA,No,7,1,Yes,0
Male,31,1,8.89,5,'More than 8 hours',Moderate,B.Ed,No,12,1,No,0
Male,24,2,9.71,2,'Less than 5 hours',Unhealthy,M.Tech,No,10,2,No,0
Female,31,1,6.47,4,'5-6 hours',Healthy,M.Tech,No,6,2,Yes,0
Female,33,5,8.98,1,'5-6 hours',Healthy,LLM,Yes,5,2,Yes,1
Male,34,1,9.88,3,'More than 8 hours',Healthy,B.Com,No,5,1,Yes,0
Male,24,4,6.83,1,'5-6 hours',Moderate,BHM,Yes,9,3,No,1
Female,34,3,7.32,3,'Less than 5 hours',Unhealthy,BHM,No,6,3,No,0
Male,33,3,6.75,4,'Less than 5 hours',Moderate,M.Tech,No,7,1,No,0
Male,25,5,5.88,5,'More than 8 hours',Moderate,B.Arch,No,12,5,Yes,0
Male,33,4,6.17,5,'7-8 hours',Unhealthy,MD,Yes,10,4,No,1
Female,28,3,9.93,5,'7-8 hours',Healthy,BHM,Yes,3,1,Yes,0
Male,18,3,6.41,3,'Less than 5 hours',Unhealthy,'Class 12',Yes,7,5,No,1
Male,23,5,5.85,3,'More than 8 hours',Unhealthy,BBA,Yes,8,4,No,1
Male,33,5,8.74,2,'Less than 5 hours',Moderate,B.Ed,Yes,11,2,Yes,1
Female,34,2,7.83,5,'Less than 5 hours',Moderate,B.Tech,Yes,0,2,No,0
Male,20,3,5.82,1,'More than 8 hours',Moderate,'Class 12',No,3,4,No,0
Male,23,5,5.32,1,'Less than 5 hours',Moderate,M.Tech,Yes,10,5,No,1
Male,31,3,9.21,4,'7-8 hours',Moderate,LLB,No,7,1,Yes,0
Male,27,1,7.08,2,'7-8 hours',Healthy,BSc,Yes,2,2,Yes,0
Male,29,5,6.42,2,'More than 8 hours',Moderate,M.Com,Yes,4,4,Yes,1
Female,24,5,7.9,2,'7-8 hours',Moderate,B.Ed,Yes,9,5,Yes,1
Male,20,3,8.59,2,'More than 8 hours',Healthy,'Class 12',Yes,11,4,No,1
Female,33,5,5.57,4,'7-8 hours',Unhealthy,ME,Yes,10,1,No,0
Female,18,1,7.25,1,'7-8 hours',Healthy,'Class 12',Yes,10,5,Yes,1
Female,25,4,5.11,5,'5-6 hours',Healthy,BHM,No,7,2,No,0
Male,26,1,9.37,3,'More than 8 hours',Healthy,M.Com,Yes,4,3,No,1
Male,31,3,9.72,3,'7-8 hours',Unhealthy,LLB,No,12,5,No,1
Female,34,4,9.96,1,'Less than 5 hours',Unhealthy,LLM,Yes,9,3,No,1
Female,27,4,5.88,3,'More than 8 hours',Healthy,MA,No,11,2,No,0
Female,33,3,7.74,4,'More than 8 hours',Unhealthy,M.Ed,No,3,5,No,0
Male,22,1,9.25,3,'5-6 hours',Unhealthy,BBA,Yes,8,5,No,0
Female,25,4,9.63,2,'7-8 hours',Unhealthy,B.Pharm,Yes,11,1,Yes,1
Female,19,4,7.82,5,'7-8 hours',Unhealthy,'Class 12',No,4,5,Yes,1
Female,20,3,6.37,4,'More than 8 hours',Healthy,'Class 12',Yes,9,5,Yes,1
Female,31,2,9.87,2,'5-6 hours',Moderate,'Class 12',No,3,5,No,0
Female,25,2,8.63,4,'5-6 hours',Moderate,M.Com,No,12,2,No,0
Female,19,2,7.39,3,'5-6 hours',Moderate,'Class 12',No,9,4,No,1
Female,30,2,5.11,2,'5-6 hours',Moderate,MA,Yes,6,2,Yes,0
Male,26,3,9.05,1,'7-8 hours',Moderate,MBBS,Yes,4,5,No,1
Female,24,1,9.21,2,'7-8 hours',Healthy,'Class 12',No,0,3,Yes,0
Female,20,4,5.08,2,'Less than 5 hours',Unhealthy,'Class 12',Yes,10,2,No,1
Male,19,3,7.13,5,'More than 8 hours',Unhealthy,'Class 12',No,7,3,Yes,1
Male,34,4,7.48,1,'Less than 5 hours',Moderate,LLM,Yes,7,4,Yes,1
Male,22,3,5.85,2,'Less than 5 hours',Moderate,BBA,No,10,1,No,0
Male,18,3,8.44,3,'More than 8 hours',Unhealthy,'Class 12',Yes,3,4,Yes,1
Male,34,3,9.91,4,'7-8 hours',Moderate,MD,Yes,11,2,Yes,0
Female,20,1,9.93,3,'7-8 hours',Moderate,'Class 12',No,1,5,Yes,0
Female,30,4,9.42,1,'5-6 hours',Moderate,MSc,Yes,4,1,Yes,1
Male,20,3,8.78,4,'7-8 hours',Healthy,'Class 12',No,6,2,Yes,0
Male,19,3,7.06,1,'More than 8 hours',Moderate,'Class 12',Yes,11,2,No,1
Female,20,3,6.39,4,'More than 8 hours',Unhealthy,'Class 12',No,0,2,Yes,0
Male,20,3,6.41,2,'More than 8 hours',Unhealthy,'Class 12',Yes,0,4,Yes,0
Male,28,1,5.67,2,'More than 8 hours',Healthy,BSc,Yes,6,1,No,0
Female,18,5,8.09,4,'Less than 5 hours',Moderate,'Class 12',Yes,6,3,No,1
Male,21,3,8.25,2,'7-8 hours',Moderate,B.Com,No,10,2,No,0
Female,23,2,8.73,2,'7-8 hours',Moderate,M.Com,Yes,12,4,No,1
Female,18,3,6.37,5,'5-6 hours',Unhealthy,'Class 12',Yes,5,3,No,1
Female,19,5,7.49,1,'7-8 hours',Unhealthy,'Class 12',Yes,1,5,No,1
Female,21,2,7.68,1,'Less than 5 hours',Moderate,B.Arch,Yes,6,5,No,1
Female,29,4,7.94,5,'More than 8 hours',Moderate,'Class 12',No,10,3,Yes,0
Female,33,5,8.14,2,'Less than 5 hours',Healthy,BHM,No,8,1,No,1
Female,21,3,8.27,1,'7-8 hours',Healthy,M.Tech,Yes,11,4,Yes,1
Male,21,5,5.46,2,'Less than 5 hours',Moderate,M.Com,No,8,4,Yes,1
Female,27,1,9.41,3,'Less than 5 hours',Moderate,BBA,Yes,3,3,No,0
Female,18,1,6.74,3,'More than 8 hours',Unhealthy,'Class 12',No,12,1,No,0
Female,33,1,7.94,2,'Less than 5 hours',Healthy,B.Ed,No,3,3,Yes,0
Male,34,4,5.12,4,'5-6 hours',Moderate,BHM,Yes,4,1,No,1
Female,22,2,8.35,3,'5-6 hours',Unhealthy,BHM,No,10,4,No,1
Male,27,1,8.81,3,'7-8 hours',Healthy,'Class 12',No,7,5,Yes,0
Female,22,5,9.05,5,'7-8 hours',Healthy,B.Com,Yes,8,3,No,1
Female,30,3,7.04,4,'Less than 5 hours',Unhealthy,LLB,Yes,11,2,Yes,1
Male,21,1,8.46,1,'7-8 hours',Unhealthy,'Class 12',Yes,10,1,Yes,1
Female,19,3,6.17,4,'More than 8 hours',Healthy,'Class 12',Yes,11,5,Yes,1
Male,27,4,5.74,2,'7-8 hours',Moderate,B.Ed,Yes,8,3,No,1
Female,24,4,8.28,5,'Less than 5 hours',Unhealthy,BBA,No,10,1,No,1
Male,21,1,8.04,4,'7-8 hours',Moderate,M.Com,No,2,1,Yes,0
Female,25,3,7.51,4,'Less than 5 hours',Moderate,M.Ed,No,2,1,No,0
Male,24,3,7.25,2,'Less than 5 hours',Unhealthy,MA,Yes,6,3,No,0
Male,23,5,5.88,3,'Less than 5 hours',Moderate,M.Com,Yes,10,2,Yes,1
Female,34,5,5.32,3,'5-6 hours',Moderate,'Class 12',Yes,10,4,No,0
Male,28,4,9.25,2,'More than 8 hours',Healthy,MBBS,Yes,6,2,No,0
Male,23,5,8.46,3,'Less than 5 hours',Unhealthy,B.Ed,Yes,7,1,Yes,1
Male,28,4,6.26,3,'5-6 hours',Unhealthy,M.Pharm,No,10,3,No,1
Female,23,3,8.53,1,'Less than 5 hours',Unhealthy,B.Com,Yes,5,3,No,1
Female,27,5,8.0,4,'7-8 hours',Unhealthy,B.Pharm,No,11,1,No,0
Male,31,2,5.27,3,'7-8 hours',Moderate,MCA,No,11,3,No,0
Male,22,2,7.43,5,'Less than 5 hours',Healthy,B.Com,No,8,2,No,0
Male,19,4,9.71,2,'Less than 5 hours',Unhealthy,M.Tech,Yes,6,4,No,1
Male,31,3,5.76,1,'More than 8 hours',Unhealthy,LLM,Yes,10,1,Yes,1
Female,32,5,5.77,1,'7-8 hours',Moderate,M.Tech,Yes,4,3,No,1
Male,33,2,8.08,4,'7-8 hours',Healthy,BSc,No,5,5,Yes,0
Male,31,3,8.59,4,'5-6 hours',Healthy,M.Pharm,No,12,5,Yes,0
Female,31,5,7.5,5,'Less than 5 hours',Moderate,LLB,Yes,6,2,Yes,1
Female,18,5,9.21,2,'Less than 5 hours',Moderate,'Class 12',No,12,5,Yes,1
Male,33,1,6.25,1,'7-8 hours',Healthy,B.Pharm,Yes,10,4,Yes,1
Male,31,5,9.95,1,'5-6 hours',Unhealthy,M.Ed,Yes,6,4,Yes,1
Male,29,3,7.09,2,'7-8 hours',Moderate,BSc,Yes,5,5,Yes,1
Male,28,3,7.09,1,'5-6 hours',Healthy,MD,Yes,12,3,No,1
Female,21,3,5.1,1,'Less than 5 hours',Healthy,BBA,Yes,8,3,No,1
Male,31,1,7.82,4,'Less than 5 hours',Healthy,MSc,No,0,1,Yes,0
Female,20,5,8.04,3,'More than 8 hours',Healthy,'Class 12',Yes,12,5,Yes,1
Male,24,3,5.79,3,'5-6 hours',Healthy,M.Tech,Yes,10,2,No,0
Male,25,3,6.21,4,'7-8 hours',Healthy,M.Pharm,No,2,4,Yes,0
Male,34,3,5.64,4,'5-6 hours',Moderate,MCA,No,7,1,No,0
Male,33,1,5.85,5,'5-6 hours',Moderate,M.Tech,No,9,2,No,0
Female,34,5,8.91,4,'7-8 hours',Moderate,B.Arch,Yes,9,5,Yes,1
Male,31,5,5.69,5,'5-6 hours',Unhealthy,LLB,No,6,3,No,0
Male,30,2,7.64,3,'7-8 hours',Moderate,PhD,No,8,1,Yes,0
Female,21,5,7.88,3,'More than 8 hours',Unhealthy,B.Com,No,3,5,No,1
Female,28,5,8.39,4,'5-6 hours',Unhealthy,MA,Yes,2,2,No,0
Female,29,2,8.04,3,'7-8 hours',Healthy,LLM,No,10,1,No,1
Female,28,4,7.32,4,'7-8 hours',Healthy,B.Com,Yes,11,4,No,1
Male,30,3,8.95,1,'More than 8 hours',Moderate,BCA,Yes,10,4,No,1
Female,23,3,8.79,5,'7-8 hours',Moderate,B.Ed,Yes,4,3,Yes,1
Female,20,5,8.65,2,'7-8 hours',Unhealthy,'Class 12',Yes,10,5,No,1
Male,19,4,8.91,4,'Less than 5 hours',Unhealthy,'Class 12',Yes,3,3,Yes,1
Female,20,3,5.98,3,'5-6 hours',Healthy,'Class 12',Yes,4,5,Yes,1
Female,24,5,6.1,4,'5-6 hours',Unhealthy,BHM,Yes,12,5,Yes,1
Female,21,1,9.56,1,'7-8 hours',Moderate,MSc,Yes,7,1,No,1
Female,26,5,9.96,1,'7-8 hours',Healthy,M.Pharm,No,12,2,No,0
Male,18,3,5.74,3,'More than 8 hours',Unhealthy,'Class 12',Yes,3,4,Yes,1
Male,25,4,7.38,4,'5-6 hours',Unhealthy,'Class 12',Yes,9,1,Yes,1
Female,24,5,8.77,2,'5-6 hours',Healthy,M.Pharm,Yes,10,4,Yes,1
Female,34,5,9.01,2,'7-8 hours',Healthy,MD,No,9,3,Yes,1
Male,24,1,5.42,3,'Less than 5 hours',Moderate,BSc,No,10,1,No,0
Female,28,1,7.72,2,'7-8 hours',Healthy,BHM,No,10,3,Yes,0
Female,20,5,9.39,2,'7-8 hours',Unhealthy,'Class 12',Yes,8,1,Yes,1
Male,19,5,9.56,5,'More than 8 hours',Unhealthy,'Class 12',Yes,6,1,Yes,1
Female,33,3,6.88,1,'7-8 hours',Unhealthy,M.Tech,Yes,10,4,No,1
Male,27,4,6.86,4,'7-8 hours',Moderate,B.Ed,Yes,12,1,Yes,1
Male,29,2,5.56,5,'More than 8 hours',Healthy,M.Com,No,0,2,No,0
Male,21,4,7.25,2,'5-6 hours',Moderate,B.Com,Yes,9,2,No,1
